REF_DATE,GEO,DGUID,Fuel type,Vehicle type,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2020-10,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,23,,,,0
2021-01,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,70,,,,0
2021-04,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,62,,,,0
2021-07,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,82,,,,0
2021-10,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,89,,,,0
2022-01,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,76,,,,0
2022-04,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,128,,,,0
2022-07,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,174,,,,0
2022-10,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,129,,,,0
2023-01,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,107,,,,0
2023-04,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,165,,,,0
2023-07,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,202,,,,0
2023-10,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,132,,,,0
2024-01,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,131,,,,0
2024-04,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,200,,,,0
2024-07,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,239,,,,0
2024-10,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,199,,,,0
2017-01,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2017-04,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2017-07,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2017-10,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2018-01,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2018-04,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2018-07,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2018-10,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2019-01,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2019-04,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2019-07,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2019-10,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2020-01,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2020-04,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2020-07,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2020-10,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2021-01,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2021-04,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2021-07,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2021-10,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2022-01,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2022-04,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2022-07,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2022-10,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2023-01,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2023-04,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2023-07,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2023-10,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2024-01,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2024-04,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2024-07,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2024-10,Alberta,2021A000248,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671257167,4020.4.1.1,,..,,,0
2017-01,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2017-04,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2017-07,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2017-10,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2018-01,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2018-04,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2018-07,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2018-10,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2019-01,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2019-04,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2019-07,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2019-10,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2020-01,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2020-04,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2020-07,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2020-10,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2021-01,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2021-04,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2021-07,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2021-10,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2022-01,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2022-04,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2022-07,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2022-10,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2023-01,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2023-04,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2023-07,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2023-10,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2024-01,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2024-04,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2024-07,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2024-10,Alberta,2021A000248,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489235,4020.2.1.1,,..,,,0
2017-01,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,57350,,,,0
2017-04,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,71064,,,,0
2017-07,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,63230,,,,0
2017-10,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,52082,,,,0
2018-01,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,49960,,,,0
2018-04,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,68028,,,,0
2018-07,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,59711,,,,0
2018-10,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,48287,,,,0
2019-01,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,47337,,,,0
2019-04,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,64534,,,,0
2019-07,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,57238,,,,0
2019-10,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,44713,,,,0
2020-01,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,39892,,,,0
2020-04,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,35615,,,,0
2020-07,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,53623,,,,0
2020-10,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,48532,,,,0
2021-01,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,50099,,,,0
2021-04,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,57997,,,,0
2021-07,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,53358,,,,0
2021-10,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,39723,,,,0
2022-01,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,42460,,,,0
2022-04,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,50448,,,,0
2022-07,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,46217,,,,0
2022-10,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,40128,,,,0
2023-01,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,44062,,,,0
2023-04,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,57616,,,,0
2023-07,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,55470,,,,0
2023-10,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,49211,,,,0
2024-01,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,48984,,,,0
2024-04,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,60197,,,,0
2024-07,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,55438,,,,0
2024-10,British Columbia,2021A000259,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671275408,4465.4.1.1,49981,,,,0
2017-01,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,412,,,,0
2017-04,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,481,,,,0
2017-07,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,517,,,,0
2017-10,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,505,,,,0
2018-01,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,713,,,,0
2018-04,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,1496,,,,0
2018-07,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,1587,,,,0
2018-10,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,1309,,,,0
2019-01,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,2036,,,,0
2019-04,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,4763,,,,0
2019-07,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,3231,,,,0
2019-10,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,2261,,,,0
2020-01,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,2896,,,,0
2020-04,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,2044,,,,0
2020-07,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,3604,,,,0
2020-10,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,3532,,,,0
2021-01,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,4844,,,,0
2021-04,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,4219,,,,0
2021-07,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,4823,,,,0
2021-10,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,4250,,,,0
2022-01,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,5375,,,,0
2022-04,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,5541,,,,0
2022-07,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,7480,,,,0
2022-10,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,6370,,,,0
2023-01,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,6619,,,,0
2023-04,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,9052,,,,0
2023-07,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,11081,,,,0
2023-10,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,9011,,,,0
2024-01,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,7601,,,,0
2024-04,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,9312,,,,0
2024-07,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,9322,,,,0
2024-10,British Columbia,2021A000259,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277489680,4465.2.1.1,7697,,,,0
2017-01,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,357,,,,0
2017-04,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,707,,,,0
2017-07,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,399,,,,0
2017-10,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,297,,,,0
2018-01,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,429,,,,0
2018-04,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,673,,,,0
2018-07,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,463,,,,0
2018-10,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,358,,,,0
2019-01,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,466,,,,0
2019-04,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,739,,,,0
2019-07,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,426,,,,0
2019-10,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,364,,,,0
2020-01,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,215,,,,0
2020-04,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,360,,,,0
2020-07,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,473,,,,0
2020-10,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,395,,,,0
2021-01,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,380,,,,0
2021-04,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,478,,,,0
2021-07,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,468,,,,0
2021-10,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,278,,,,0
2022-01,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,337,,,,0
2022-04,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,534,,,,0
2022-07,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,377,,,,0
2022-10,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,312,,,,0
2023-01,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,388,,,,0
2023-04,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,578,,,,0
2023-07,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,436,,,,0
2023-10,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,382,,,,0
2024-01,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,430,,,,0
2024-04,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,740,,,,0
2024-07,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,488,,,,0
2024-10,Yukon,2021A000260,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671306895,5231.4.1.1,366,,,,0
2017-01,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,0,,,,0
2017-04,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,0,,,,0
2017-07,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,0,,,,0
2017-10,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,0,,,,0
2018-01,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,0,,,,0
2018-04,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,0,,,,0
2018-07,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,1,,,,0
2018-10,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,0,,,,0
2019-01,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,0,,,,0
2019-04,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,1,,,,0
2019-07,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,2,,,,0
2019-10,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,0,,,,0
2020-01,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,2,,,,0
2020-04,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,1,,,,0
2020-07,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,3,,,,0
2020-10,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,5,,,,0
